Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,25,50,5,5.1,5.2,5.3,5.4,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,SAP_TA_ABAP_1,,,,,,,,,Candidate301_SAP_TA_ABAP_1,75,90,85,100,100,100,100,89,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate302_SAP_TA_ABAP_1,0,95,80,100,100,100,100,91,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate303_SAP_TA_ABAP_1,0,70,90,100,100,100,100,76,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate304_SAP_TA_ABAP_1,0,85,75,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate305_SAP_TA_ABAP_1,100,100,95,100,100,100,100,99,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate306_SAP_TA_ABAP_1,0,60,80,100,100,100,100,66,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate307_SAP_TA_ABAP_1,100,90,90,100,100,100,100,90,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate308_SAP_TA_ABAP_1,50,75,85,100,100,100,100,78,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate309_SAP_TA_ABAP_1,0,80,70,100,100,100,100,77,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate310_SAP_TA_ABAP_1,0,95,90,100,100,100,100,94,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate311_SAP_TA_ABAP_1,100,95,90,100,100,100,100,94,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate312_SAP_TA_ABAP_1,75,80,85,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate313_SAP_TA_ABAP_1,0,70,80,100,100,100,100,73,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate314_SAP_TA_ABAP_1,100,90,95,100,100,100,100,92,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate315_SAP_TA_ABAP_1,50,85,75,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate316_SAP_TA_ABAP_1,100,75,90,100,100,100,100,80,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate317_SAP_TA_ABAP_1,0,95,80,100,100,100,100,91,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate318_SAP_TA_ABAP_1,75,85,85,100,100,100,100,85,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate319_SAP_TA_ABAP_1,100,90,90,100,100,100,100,90,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate320_SAP_TA_ABAP_1,0,80,70,100,100,100,100,77,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate321_SAP_TA_ABAP_1,100,85,95,100,100,100,100,88,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate322_SAP_TA_ABAP_1,50,70,80,100,100,100,100,73,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate323_SAP_TA_ABAP_1,0,95,85,100,100,100,100,92,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate324_SAP_TA_ABAP_1,100,80,90,100,100,100,100,83,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate325_SAP_TA_ABAP_1,75,90,75,100,100,100,100,86,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate326_SAP_TA_ABAP_1,100,85,85,100,100,100,100,85,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate327_SAP_TA_ABAP_1,0,75,80,100,100,100,100,77,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate328_SAP_TA_ABAP_1,100,0,90,100,100,100,100,27,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate329_SAP_TA_ABAP_1,100,95,95,100,100,100,100,95,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate330_SAP_TA_ABAP_1,50,80,80,100,100,100,100,80,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate331_SAP_TA_ABAP_1,100,95,90,100,100,100,100,94,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate332_SAP_TA_ABAP_1,100,85,85,100,100,100,100,85,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate333_SAP_TA_ABAP_1,75,90,80,100,100,100,100,87,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate334_SAP_TA_ABAP_1,50,75,90,100,100,100,100,80,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate335_SAP_TA_ABAP_1,0,80,75,100,100,100,100,79,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate336_SAP_TA_ABAP_1,100,95,95,100,100,100,100,95,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate337_SAP_TA_ABAP_1,100,70,85,100,100,100,100,75,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate338_SAP_TA_ABAP_1,0,85,80,100,100,100,100,84,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate339_SAP_TA_ABAP_1,75,90,90,100,100,100,100,90,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate340_SAP_TA_ABAP_1,100,80,85,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate341_SAP_TA_ABAP_1,0,95,70,100,100,100,100,88,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate342_SAP_TA_ABAP_1,100,85,95,100,100,100,100,88,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate343_SAP_TA_ABAP_1,50,70,80,100,100,100,100,73,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate344_SAP_TA_ABAP_1,100,90,85,100,100,100,100,89,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate345_SAP_TA_ABAP_1,75,80,90,100,100,100,100,83,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate346_SAP_TA_ABAP_1,0,85,75,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate347_SAP_TA_ABAP_1,100,75,85,100,100,100,100,78,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate348_SAP_TA_ABAP_1,0,90,80,100,100,100,100,87,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate349_SAP_TA_ABAP_1,100,95,95,100,100,100,100,95,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate350_SAP_TA_ABAP_1,50,80,85,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate351_SAP_TA_ABAP_1,100,85,90,100,100,100,100,87,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate352_SAP_TA_ABAP_1,75,70,80,100,100,100,100,73,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate353_SAP_TA_ABAP_1,0,95,85,100,100,100,100,92,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate354_SAP_TA_ABAP_1,100,90,90,100,100,100,100,90,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate355_SAP_TA_ABAP_1,100,80,75,100,100,100,100,79,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate356_SAP_TA_ABAP_1,0,85,85,100,100,100,100,85,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate357_SAP_TA_ABAP_1,100,75,95,100,100,100,100,81,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate358_SAP_TA_ABAP_1,75,90,80,100,100,100,100,87,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate359_SAP_TA_ABAP_1,0,80,70,100,100,100,100,77,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate360_SAP_TA_ABAP_1,100,95,90,100,100,100,100,94,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate361_SAP_TA_ABAP_1,100,90,85,100,100,100,100,89,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate362_SAP_TA_ABAP_1,75,80,90,100,100,100,100,83,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate363_SAP_TA_ABAP_1,100,95,95,100,100,100,100,95,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate364_SAP_TA_ABAP_1,0,70,80,100,100,100,100,73,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate365_SAP_TA_ABAP_1,100,85,85,100,100,100,100,85,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate366_SAP_TA_ABAP_1,50,75,75,100,100,100,100,75,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate367_SAP_TA_ABAP_1,100,90,90,100,100,100,100,90,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate368_SAP_TA_ABAP_1,0,95,80,100,100,100,100,91,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate369_SAP_TA_ABAP_1,75,80,95,100,100,100,100,85,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate370_SAP_TA_ABAP_1,100,85,80,100,100,100,100,84,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate371_SAP_TA_ABAP_1,0,70,75,100,100,100,100,72,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate372_SAP_TA_ABAP_1,100,95,90,100,100,100,100,94,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate373_SAP_TA_ABAP_1,50,80,85,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate374_SAP_TA_ABAP_1,100,90,95,100,100,100,100,92,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate375_SAP_TA_ABAP_1,75,85,80,100,100,100,100,84,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate376_SAP_TA_ABAP_1,0,75,90,100,100,100,100,80,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate377_SAP_TA_ABAP_1,100,90,85,100,100,100,100,89,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate378_SAP_TA_ABAP_1,100,80,80,100,100,100,100,80,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate379_SAP_TA_ABAP_1,0,95,95,100,100,100,100,95,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate380_SAP_TA_ABAP_1,100,85,75,100,100,100,100,82,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate381_SAP_TA_ABAP_1,50,70,85,100,100,100,100,75,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate382_SAP_TA_ABAP_1,100,90,90,100,100,100,100,90,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate383_SAP_TA_ABAP_1,75,80,80,100,100,100,100,80,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate384_SAP_TA_ABAP_1,100,95,95,100,100,100,100,95,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate385_SAP_TA_ABAP_1,0,85,70,100,100,100,100,81,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate386_SAP_TA_ABAP_1,100,90,85,100,100,100,100,89,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate387_SAP_TA_ABAP_1,100,80,90,100,100,100,100,83,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate388_SAP_TA_ABAP_1,75,95,80,100,100,100,100,91,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate389_SAP_TA_ABAP_1,0,70,75,100,100,100,100,72,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate390_SAP_TA_ABAP_1,100,85,95,100,100,100,100,88,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate391_SAP_TA_ABAP_1,50,90,80,100,100,100,100,87,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate392_SAP_TA_ABAP_1,100,75,85,100,100,100,100,78,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate393_SAP_TA_ABAP_1,0,95,90,100,100,100,100,94,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate394_SAP_TA_ABAP_1,100,80,75,100,100,100,100,79,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate395_SAP_TA_ABAP_1,100,90,95,100,100,100,100,92,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate396_SAP_TA_ABAP_1,0,85,80,100,100,100,100,84,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate397_SAP_TA_ABAP_1,75,70,90,100,100,100,100,76,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate398_SAP_TA_ABAP_1,100,95,85,100,100,100,100,92,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate399_SAP_TA_ABAP_1,50,80,70,100,100,100,100,77,,,,,,
,SAP_TA_ABAP_1,,,,,,,,,Candidate400_SAP_TA_ABAP_1,100,90,95,100,100,100,100,92,,,,,,
